run_id,run_name,state,created_at,url,config.loss,config.seed,config.target,config.dropout,config.pooling,config.features,config.events_raw,config.experiment,config.head_depth,config.head_width,config.latent_dim,config.event_split,config.feature_set,config.test_policy,config.clusters_raw,config.weight_decay,config.encoder_depth,config.encoder_width,config.learning_rate,config.checkpoint_mode,config.checkpoint_metric,config.gradient_clip_norm,config.held_out_test_used,config.events_after_fiducial,config.clusters_after_fiducial,config.events_removed_fiducial,config.individual_pmain_values_clipped_above_one,config.individual_pmain_values_clipped_below_zero,summary.seed,summary._step,summary.epoch,summary._wandb,summary.pooling,summary._runtime,summary._timestamp,summary.best_epoch,summary.events_raw,summary.event_split,summary.feature_set,summary.clusters_raw,summary.learning_rate,summary.val_p_main_r2,summary.val_p_main_mae,summary.val_p_main_mse,summary.train_p_main_r2,summary.train_p_main_mae,summary.train_p_main_mse,summary.held_out_test_used,summary.val_fractional_mae,summary.val_fractional_mse,summary.best_val_p_main_mse,summary.train_fractional_mae,summary.train_fractional_mse,summary.events_after_fiducial,summary.clusters_after_fiducial,summary.events_removed_fiducial,summary.held_out_test_evaluated,summary.best_validation_checkpoint,summary.individual_pmain_values_clipped_above_one,summary.individual_pmain_values_clipped_below_zero,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
41gsgt5s,wide-lowreg-drop0.01-wd1e-06-seed42,finished,2026-07-21T17:07:52Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-pmain-wide-lowreg/runs/41gsgt5s,mse,42,p_main,0.01,sum,"[""x"", ""y"", ""n_electrons_interface"", ""drift_time_mean"", ""drift_time_spread"", ""event_log_cluster_count"", ""electron_fraction_of_event_sum"", ""electron_fraction_of_event_max"", ""electron_rank_fraction"", ""drift_time_minus_event_mean"", ""drift_time_rank_fraction"", ""x_minus_event_mean"", ""y_minus_event_mean"", ""distance_from_event_centroid""]",2704607,wide_low_regularization,4,1024,256,70% train / 15% validation / 15% held-out test; event-level,all_event_relative,not evaluated during selection,10259121,1e-06,5,512,0.0003,min,val_p_main_mse,1,False,2044825,6838889,659782,0,0,42,75,75,"""{'runtime': 5770}""",sum,5770,1784659054.0867295,15,2704607,70% train / 15% validation / 15% held-out test; event-level,all_event_relative,10259121,0.00010289999999999995,0.6586823463439941,0.11110362410545348,0.08360502123832703,0.913499653339386,0.04220931977033615,0.021202484145760536,False,0.2957514226436615,0.1718095690011978,0.06211361289024353,0.19638457894325256,0.0828842893242836,2044825,6838889,659782,False,/home/adeeps/projects/xenon_deepset_nn/Models/feature_engineering/wide_lowreg_output/dropout_0.01_wd_1e-06/seed_42/best_validation_model.pt,0,0,0.06211361289024353,0.08360502123832703,14,76,,,False
q8h486ci,wide-lowreg-drop0-wd0-seed42,finished,2026-07-21T17:23:25Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-pmain-wide-lowreg/runs/q8h486ci,mse,42,p_main,0.0,sum,"[""x"", ""y"", ""n_electrons_interface"", ""drift_time_mean"", ""drift_time_spread"", ""event_log_cluster_count"", ""electron_fraction_of_event_sum"", ""electron_fraction_of_event_max"", ""electron_rank_fraction"", ""drift_time_minus_event_mean"", ""drift_time_rank_fraction"", ""x_minus_event_mean"", ""y_minus_event_mean"", ""distance_from_event_centroid""]",2704607,wide_low_regularization,4,1024,256,70% train / 15% validation / 15% held-out test; event-level,all_event_relative,not evaluated during selection,10259121,0.0,5,512,0.0003,min,val_p_main_mse,1,False,2044825,6838889,659782,0,0,42,72,72,"""{'runtime': 5717}""",sum,5717,1784659933.908832,12,2704607,70% train / 15% validation / 15% held-out test; event-level,all_event_relative,10259121,0.00010289999999999995,0.6235970258712769,0.10827778279781342,0.09219907969236374,0.9566529989242554,0.02000156417489052,0.01062497217208147,False,0.3203754425048828,0.20029613375663757,0.06225109472870827,0.16018547117710114,0.054737966507673264,2044825,6838889,659782,False,/home/adeeps/projects/xenon_deepset_nn/Models/feature_engineering/wide_lowreg_output/dropout_0_wd_0/seed_42/best_validation_model.pt,0,0,0.06225109472870827,0.09219907969236374,11,73,,,False
