run_id,run_name,state,created_at,url,config.loss,config.target,config.dropout,config.pooling,config.scheduler,config.activation,config.batch_size,config.events_raw,config.experiment,config.head_depth,config.latent_dim,config.max_epochs,config.phi_hidden,config.head_hidden,config.clusters_raw,config.weight_decay,config.encoder_depth,config.learning_rate,config.scheduler_mode,config.checkpoint_mode,config.scheduler_factor,config.scheduler_min_lr,config.checkpoint_metric,config.scheduler_patience,config.pmain_sum_threshold,config.events_after_fiducial,config.events_after_both_cuts,config.early_stopping_patience,config.events_removed_fiducial,config.clusters_after_both_cuts,config.events_removed_pmain_sum_after_fiducial,summary._step,summary.epoch,summary._wandb,summary._runtime,summary.test_loss,summary._timestamp,summary.best_epoch,summary.checkpoint,summary.events_raw,summary.clusters_raw,summary.learning_rate,summary.val_p_main_r2,summary.test_p_main_r2,summary.val_p_main_mae,summary.val_p_main_mse,summary.test_p_main_mae,summary.test_p_main_mse,summary.train_p_main_mse,summary.best_val_p_main_mse,summary.pmain_sum_threshold,summary.events_after_fiducial,summary.events_after_both_cuts,summary.predicted_vs_true_plot,summary.test_predicted_vs_true,summary.events_removed_fiducial,summary.clusters_after_both_cuts,summary.events_removed_pmain_sum_after_fiducial,config.events_after_fiducial_and_individual_clip,config.individual_pmain_values_clipped_above_one,config.individual_pmain_values_clipped_below_zero,config.clusters_after_fiducial_and_individual_clip,summary.events_after_fiducial_and_individual_clip,summary.individual_pmain_values_clipped_above_one,summary.individual_pmain_values_clipped_below_zero,summary.clusters_after_fiducial_and_individual_clip,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
35k7jaap,dutiful-smoke-2,finished,2026-07-14T18:44:42Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-pmain-mse/runs/35k7jaap,mse,p_main,0.04848861422838413,sum,reduce_on_plateau,gelu,1024,2704607,pure_pmain_mse_regression,4,128,300,256,512,10259121,1.076825417908119e-05,5,0.0003,min,min,0.7,1e-06,val_p_main_mse,16,1.000001,2044825,1260059.0,60,659782,2697720.0,784766.0,300,300,"""{'runtime': 10443}""",10443,0.03250751725926593,1784064739.27782,298,/home/adeeps/projects/xenon_deepset_nn/Models/deepset_variations/pmain_mse_output/best_pmain_mse_model.pt,2704607,10259121,1.210608209999999e-05,0.870450496673584,0.8688950538635254,0.06451734900474548,0.03211444616317749,0.06418997049331665,0.03251458704471588,0.0328558359442067,0.03210797533392906,1.000001,2044825,1260059.0,/home/adeeps/projects/xenon_deepset_nn/Models/deepset_variations/pmain_mse_output/test_pmain_predicted_vs_true.png,"""{'path': 'media/images/test_predicted_vs_true_300_083b014b4c6acb34a46a.png', 'size': 108695, '_type': 'image-file', 'width': 1430, 'format': 'png', 'height': 1320, 'sha256': '083b014b4c6acb34a46a7f2180d137d3d7854aed62aa823c2653d128c1f33467'}""",659782,2697720.0,784766.0,,,,,,,,,0.03210797533392906,0.03211444616317749,297,301,,,False
5hcxgulv,gentle-pond-3,finished,2026-07-15T01:32:47Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-pmain-mse/runs/5hcxgulv,mse,p_main,0.04848861422838413,sum,reduce_on_plateau,gelu,1024,2704607,pure_pmain_mse_regression,4,128,300,256,512,10259121,1.076825417908119e-05,5,0.0003,min,min,0.7,1e-06,val_p_main_mse,16,,2044825,,60,659782,,,206,206,"""{'runtime': 12121}""",12121,0.06597132084270318,1784090902.390479,146,/home/adeeps/projects/xenon_deepset_nn/Models/deepset_variations/pmain_mse_output/best_pmain_mse_model.pt,2704607,10259121,5.042099999999998e-05,0.7280357480049133,0.7306204438209534,0.1265440583229065,0.06661704927682877,0.12883217632770538,0.06601179391145706,0.05849031171093939,0.06529013067483902,,2044825,,/home/adeeps/projects/xenon_deepset_nn/Models/deepset_variations/pmain_mse_output/test_pmain_predicted_vs_true.png,"""{'path': 'media/images/test_predicted_vs_true_206_4ea25c242928567883ec.png', 'size': 195993, '_type': 'image-file', 'width': 1430, 'format': 'png', 'height': 1320, 'sha256': '4ea25c242928567883ecda4134c08e22c9ecec994e3664ed047d1de28881ea9b'}""",659782,,,2044825.0,0.0,0.0,6838889.0,2044825.0,0.0,0.0,6838889.0,0.06529013067483902,0.06661704927682877,145,207,,,False
