run_id,run_name,state,created_at,url,config.scheduler,config.batch_size,config.head_depth,config.latent_dim,config.max_epochs,config.metric_tol,config.phi_hidden,config.head_hidden,config.weight_decay,config.encoder_depth,config.learning_rate,config.checkpoint_dir,config.checkpoint_mode,config.scheduler_t_max,config.scheduler_factor,config.scheduler_min_lr,config.checkpoint_metric,config.scheduler_patience,config.checkpoint_every_epochs,config.early_stopping_patience,config.save_periodic_checkpoints,config.combined_score_event_mae_weight,config.combined_score_sum_error_weight,config.combined_score_tie_aware_weight,summary._step,summary.epoch,summary._wandb,summary.val_mse,summary._runtime,summary.test_mse,summary.val_loss,summary.test_loss,summary._timestamp,summary.best_epoch,summary.train_loss,summary.val_mean_auc,summary.val_mean_mae,summary.learning_rate,summary.test_mean_auc,summary.test_mean_mae,summary.val_p_alt_auc,summary.val_p_alt_mae,summary.test_p_alt_auc,summary.test_p_alt_mae,summary.val_mean_brier,summary.val_p_main_auc,summary.val_p_main_mae,summary.best_val_metric,summary.test_mean_brier,summary.test_p_main_auc,summary.test_p_main_mae,summary.val_p_alt_brier,summary.test_p_alt_brier,summary.val_p_main_brier,summary.test_p_main_brier,summary.val_event_p_main_kl,summary.best_val_metric_mode,summary.best_val_metric_name,summary.test_event_p_main_kl,summary.val_event_p_main_mae,summary.val_event_p_main_mse,summary.test_event_p_main_mae,summary.test_event_p_main_mse,summary.val_event_p_main_rmse,summary.test_event_p_main_rmse,summary.val_combined_p_main_score,summary.test_combined_p_main_score,summary.val_event_main_tie_fraction,summary.test_event_main_tie_fraction,summary.val_event_main_accuracy_strict,summary.val_event_p_main_sum_error_mae,summary.val_event_pred_p_main_sum_mean,summary.val_event_true_p_main_sum_mean,summary.test_event_main_accuracy_strict,summary.test_event_p_main_sum_error_mae,summary.test_event_pred_p_main_sum_mean,summary.test_event_true_p_main_sum_mean,summary.test_event_p_main_sum_error_mean,summary.val_event_main_accuracy_tie_aware,summary.val_event_main_median_pred_margin,summary.val_event_main_median_true_margin,summary.test_event_main_accuracy_tie_aware,summary.test_event_main_median_pred_margin,summary.test_event_main_median_true_margin,summary.val_event_main_mean_true_gap_at_pred,summary.test_event_main_mean_true_gap_at_pred,summary.val_event_main_median_true_gap_at_pred,summary.val_event_main_top2_accuracy_tie_aware,summary.val_event_main_top3_accuracy_tie_aware,summary.test_event_main_median_true_gap_at_pred,summary.test_event_main_top2_accuracy_tie_aware,summary.test_event_main_top3_accuracy_tie_aware,summary.val_event_main_strict_miss_tie_correct_fraction,summary.test_event_main_strict_miss_tie_correct_fraction,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
s4pi4h6r,drawn-aardvark-1,finished,2026-07-02T20:48:11Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-long-baseline/runs/s4pi4h6r,reduce_on_plateau,512,3,64,2000,1e-06,128,128,0,3,0.001,long_baseline_checkpoints,max,40,0.5,1e-06,combined_p_main_score,8,50,250,True,0.5,0.25,1,399,399,"""{'runtime': 56150}""",0.08079903572797775,56150,0.08088508993387222,0.26786991151670614,0.2685937732706467,1783081061.8977833,148,0.2595078655663819,0.93650365615651,0.16158710420131683,1e-06,0.9365436179582104,0.1618507131934166,0.9063450561299355,0.18355326354503632,0.9069954832924176,0.1832228451967239,0.08079903945326805,0.966662256183084,0.13962094485759735,0.8292047752229934,0.08088509365916252,0.9660917526240028,0.14047858119010925,0.0919998064637184,0.0916423574090004,0.06959827244281769,0.07012782990932465,0.1963474753149364,max,combined_p_main_score,0.19717040866703597,0.0973238331476994,0.04817022990486246,0.09759679558858995,0.04840169080008437,0.12137929966948426,0.12175182945366604,0.8289956324148952,0.8284561173176794,0.3551042631160261,0.3565615993531644,0.7380185443590981,0.19998912304190364,1.5238450898009948,1.5234889760363306,0.7375458066535386,0.20139260190653216,1.5253088056850037,1.525417590887795,-0.00010878520279131108,0.9276548297492208,0.1820827350020409,0,0.9276026655886074,0.18263764679431915,0,0.06781536618195112,0.06796585213504874,0,0.9655292706146242,0.9822120212308134,0,0.9660411314406436,0.982006624848398,0.18963628539012273,0.19005685893506863,0.9365045287063039,0.9365036561565099,385,400,0.2678479711959759,0.26786991151670614,False
