run_id,run_name,state,created_at,url,config.scheduler,config.batch_size,config.head_depth,config.latent_dim,config.max_epochs,config.phi_hidden,config.head_hidden,config.weight_decay,config.encoder_depth,config.learning_rate,config.scheduler_t_max,config.scheduler_factor,config.scheduler_min_lr,config.scheduler_patience,config.early_stopping_patience,summary._step,summary.epoch,summary._wandb,summary.val_mse,summary._runtime,summary.test_mse,summary.val_loss,summary.test_loss,summary._timestamp,summary.best_epoch,summary.train_loss,summary.val_mean_auc,summary.val_mean_mae,summary.learning_rate,summary.test_mean_auc,summary.test_mean_mae,summary.val_p_alt_auc,summary.val_p_alt_mae,summary.test_p_alt_auc,summary.test_p_alt_mae,summary.val_mean_brier,summary.val_p_main_auc,summary.val_p_main_mae,summary.test_mean_brier,summary.test_p_main_auc,summary.test_p_main_mae,summary.val_p_alt_brier,summary.test_p_alt_brier,summary.val_p_main_brier,summary.test_p_main_brier,summary.val_event_main_accuracy,summary.test_event_main_accuracy,summary.best_val_event_main_accuracy,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
vfwp1tfa,glorious-elevator-1,finished,2026-06-25T18:33:22Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling/runs/vfwp1tfa,reduce_on_plateau,512,2,64,400,128,128,0,2,0.001,40,0.5,1e-06,8,30,45,45,"""{'runtime': 2493}""",0.10973816365003586,2493,0.10980331152677536,0.3501492286721865,0.3502672136326631,1782414519.1813972,14,0.349252541572154,0.8853653271008086,0.22282810509204865,6.25e-05,0.8855348253818334,0.2230817675590515,0.8415136019297675,0.23402419686317444,0.8424126272696272,0.23378798365592957,0.10973814874887466,0.9292170522718498,0.21163201332092285,0.10980331152677536,0.9286570234940396,0.21237555146217343,0.11528994888067244,0.11493167281150818,0.10418634861707687,0.10467495024204254,0.7288311315710541,0.7281921206035393,0.7298548532230931,0.7298548532230931,0.7288311315710541,14,46,0.3501492286721865,0.3501492286721865,False
