run_id,run_name,state,created_at,url,config.loss_name,config.scheduler,config.batch_size,config.head_depth,config.latent_dim,config.max_epochs,config.metric_tol,config.phi_hidden,config.head_hidden,config.weight_decay,config.encoder_depth,config.learning_rate,config.checkpoint_mode,config.scheduler_t_max,config.scheduler_factor,config.scheduler_min_lr,config.checkpoint_metric,config.p_alt_loss_weight,config.scheduler_patience,config.early_stopping_patience,summary._step,summary.epoch,summary._wandb,summary.val_mse,summary._runtime,summary.test_mse,summary.val_loss,summary.loss_name,summary.test_loss,summary._timestamp,summary.best_epoch,summary.train_loss,summary.val_mean_auc,summary.val_mean_mae,summary.learning_rate,summary.test_mean_auc,summary.test_mean_mae,summary.val_p_alt_auc,summary.val_p_alt_mae,summary.test_p_alt_auc,summary.test_p_alt_mae,summary.val_mean_brier,summary.val_p_main_auc,summary.val_p_main_mae,summary.best_val_metric,summary.test_mean_brier,summary.test_p_main_auc,summary.test_p_main_mae,summary.val_p_alt_brier,summary.test_p_alt_brier,summary.val_p_main_brier,summary.p_alt_loss_weight,summary.test_p_main_brier,summary.val_event_p_main_kl,summary.best_val_metric_mode,summary.best_val_metric_name,summary.test_event_p_main_kl,summary.val_event_p_main_mae,summary.val_event_p_main_mse,summary.test_event_p_main_mae,summary.test_event_p_main_mse,summary.val_event_p_main_rmse,summary.test_event_p_main_rmse,summary.val_event_main_tie_fraction,summary.test_event_main_tie_fraction,summary.val_event_main_accuracy_strict,summary.val_event_p_main_sum_error_mae,summary.val_event_pred_p_main_sum_mean,summary.val_event_true_p_main_sum_mean,summary.test_event_main_accuracy_strict,summary.test_event_p_main_sum_error_mae,summary.test_event_pred_p_main_sum_mean,summary.test_event_true_p_main_sum_mean,summary.test_event_p_main_sum_error_mean,summary.val_event_main_accuracy_tie_aware,summary.val_event_main_median_pred_margin,summary.val_event_main_median_true_margin,summary.test_event_main_accuracy_tie_aware,summary.test_event_main_median_pred_margin,summary.test_event_main_median_true_margin,summary.val_event_main_mean_true_gap_at_pred,summary.test_event_main_mean_true_gap_at_pred,summary.val_event_main_median_true_gap_at_pred,summary.val_event_main_top2_accuracy_tie_aware,summary.val_event_main_top3_accuracy_tie_aware,summary.test_event_main_median_true_gap_at_pred,summary.test_event_main_top2_accuracy_tie_aware,summary.test_event_main_top3_accuracy_tie_aware,summary.val_event_main_strict_miss_tie_correct_fraction,summary.test_event_main_strict_miss_tie_correct_fraction,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
6lnpgx8h,softmax-test,finished,2026-07-01T16:28:26Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-3deep-activation-tests/runs/6lnpgx8h,event_softmax_ce_plus_p_alt_bce,reduce_on_plateau,512,3,64,400,1e-06,128,128,0,3,0.001,min,40,0.5,1e-06,event_p_main_kl,0.25,8,30,231,231,"""{'runtime': 33181}""",0.11873932182788847,33181,0.11892656236886978,0.5920926347871621,event_softmax_ce_plus_p_alt_bce,0.593219040731589,1782956109.5953135,200,0.5745875064992427,0.9242353330382972,0.20907291769981384,1.5625e-05,0.9242760485501784,0.2094196230173111,0.8968079930260695,0.19223208725452423,0.8972230221718783,0.19210262596607208,0.1187393181025982,0.9516626730505252,0.22591374814510343,0.19186556634506385,0.11892655864357948,0.9513290749284784,0.2267366200685501,0.09598585218191148,0.09567710012197496,0.1414927840232849,0.25,0.14217601716518402,0.1921536818241686,min,event_p_main_kl,0.1921956713409889,0.179978077086478,0.10639756460158208,0.1803117574107092,0.1067534237325736,0.21554867548757164,0.21604154180359383,0.3551042631160261,0.3565615993531644,0.7453899923057863,0.5498450274391313,0.9999999959661676,1.5234889760363306,0.7462702625161383,0.5524122938252265,0.9999999960621648,1.525417590887795,-0.52541759482563,0.9236936138026368,0.18825189024209976,0,0.9244141312711102,0.18846552446484569,0,0.07215913134580891,0.0714675297150063,0,0.9690242693757254,0.9845431071582268,0,0.9696306777428568,0.9846083123589936,0.17830362149685058,0.1781438687549719,0.9243221960543907,0.9242353330382973,228,232,0.5918684031565984,0.5920926347871621,False
