run_id,run_name,state,created_at,url,config.scheduler,config.batch_size,config.head_depth,config.latent_dim,config.max_epochs,config.metric_tol,config.phi_hidden,config.head_hidden,config.weight_decay,config.encoder_depth,config.learning_rate,config.scheduler_t_max,config.scheduler_factor,config.scheduler_min_lr,config.checkpoint_metric,config.scheduler_patience,config.early_stopping_patience,summary._step,summary.epoch,summary._wandb,summary.val_mse,summary._runtime,summary.test_mse,summary.val_loss,summary.test_loss,summary._timestamp,summary.best_epoch,summary.train_loss,summary.val_mean_auc,summary.val_mean_mae,summary.learning_rate,summary.test_mean_auc,summary.test_mean_mae,summary.val_p_alt_auc,summary.val_p_alt_mae,summary.test_p_alt_auc,summary.test_p_alt_mae,summary.val_mean_brier,summary.val_p_main_auc,summary.val_p_main_mae,summary.best_val_metric,summary.test_mean_brier,summary.test_p_main_auc,summary.test_p_main_mae,summary.val_p_alt_brier,summary.test_p_alt_brier,summary.val_p_main_brier,summary.test_p_main_brier,summary.val_event_p_main_kl,summary.best_val_metric_name,summary.test_event_p_main_kl,summary.val_event_p_main_mae,summary.val_event_p_main_mse,summary.test_event_p_main_mae,summary.test_event_p_main_mse,summary.val_event_p_main_rmse,summary.test_event_p_main_rmse,summary.val_event_main_tie_fraction,summary.test_event_main_tie_fraction,summary.val_event_main_accuracy_strict,summary.val_event_p_main_sum_error_mae,summary.val_event_pred_p_main_sum_mean,summary.val_event_true_p_main_sum_mean,summary.test_event_main_accuracy_strict,summary.test_event_p_main_sum_error_mae,summary.test_event_pred_p_main_sum_mean,summary.test_event_true_p_main_sum_mean,summary.test_event_p_main_sum_error_mean,summary.val_event_main_accuracy_tie_aware,summary.val_event_main_median_pred_margin,summary.val_event_main_median_true_margin,summary.test_event_main_accuracy_tie_aware,summary.test_event_main_median_pred_margin,summary.test_event_main_median_true_margin,summary.val_event_main_mean_true_gap_at_pred,summary.test_event_main_mean_true_gap_at_pred,summary.val_event_main_median_true_gap_at_pred,summary.val_event_main_top2_accuracy_tie_aware,summary.val_event_main_top3_accuracy_tie_aware,summary.test_event_main_median_true_gap_at_pred,summary.test_event_main_top2_accuracy_tie_aware,summary.test_event_main_top3_accuracy_tie_aware,summary.val_event_main_strict_miss_tie_correct_fraction,summary.test_event_main_strict_miss_tie_correct_fraction,primary_best,primary_final,primary_best_history_row,history_points,val_loss_best,val_loss_final,nonfinite_history
rj8jn08f,pleasant-galaxy-1,finished,2026-07-01T16:24:38Z,https://wandb.ai/senadeep5-clemson-university/xenon-graph-pooling-3deep-metrics/runs/rj8jn08f,reduce_on_plateau,512,3,64,400,1e-06,128,128,0,3,0.001,40,0.5,1e-06,event_main_accuracy_tie_aware,8,30,191,191,"""{'runtime': 27556}""",0.07995247840881348,27556,0.07993738353252411,0.26551253005862235,0.2657310040295124,1782950255.8298397,160,0.2561599410409494,0.9377414276747787,0.1596577614545822,7.8125e-06,0.9379238681147604,0.15973882377147677,0.9080534041212606,0.1818423867225647,0.9088167838031388,0.1814299374818802,0.07995247095823288,0.967429451228297,0.13747313618659973,0.928623126980608,0.07993738353252411,0.967030952426382,0.1380477100610733,0.09126637130975725,0.0908462405204773,0.06863857060670853,0.06902852654457092,0.194813534185279,event_main_accuracy_tie_aware,0.1949476050403901,0.09616550985366984,0.04765789827710152,0.09614056077076176,0.04771197422194454,0.1199113715676,0.11992923677741368,0.3551042631160261,0.3565615993531644,0.7389314171698335,0.1973878428660253,1.5245463335135412,1.5234889760363306,0.7380870098199033,0.1977519482870441,1.5258572948074098,1.525417590887795,0.00043970391961497824,0.928509017879266,0.1788562387228012,0,0.9284535934586142,0.17793865501880646,0,0.06700568260530171,0.06712424075066693,0,0.9655227500945476,0.9819707619879762,0,0.9659954878001068,0.981882734966941,0.18957760070943255,0.19036658363871103,0.937750742890428,0.9377414276747789,182,192,0.2654958761980136,0.26551253005862235,False
